公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1701,中化,219188,227393,263483,-3.6,-16.81,2548148,2408530,5.79
1707,葡萄王,192057,189075,219996,1.57,-12.69,1928750,1637673,17.77
1720,生達化學,153644,158425,160070,-3.01,-4.01,1898323,1763575,7.64
1729,必翔實業,111346,116733,113091,-4.61,-1.54,1288729,1144417,12.61
1731,美吾華,143059,183510,214274,-22.04,-33.23,1914257,2421543,-20.94
1733,五鼎,151500,169079,130637,-10.39,15.97,1632282,1294076,26.13
1734,杏輝藥品,132599,140101,126657,-5.35,4.69,1438643,1391110,3.41
1736,喬山健康,839635,918890,262275,-8.62,220.13,7169490,1887014,279.93
1762,中化合成,104272,90991,128162,14.59,-18.64,1113200,1010848,10.12
1789,台灣神隆,290418,321957,360645,-9.79,-19.47,3384543,3245351,4.28
3164,景岳生技,25843,27596,24693,-6.35,4.65,291140,181866,60.08
4104,佳醫,243974,232606,230614,4.88,5.79,2688874,2579822,4.22
4106,雃博,97348,85035,108086,14.47,-9.93,1325166,1282379,3.33
4108,懷特,12800,10867,2095,17.78,510.97,81651,17655,362.48
4119,旭富製藥,97329,78522,77956,23.95,24.85,894385,838294,6.69
4133,亞諾法,37798,42704,34000,-11.48,11.17,442635,368062,20.26
4142,國光生技,143,57912,803108,-99.75,-99.98,834776,935791,-10.79
4737,華廣,102063,103339,80228,-1.23,27.21,996394,801149,24.37
4746,台耀,205144,214548,200652,-4.38,2.23,2263844,1646825,37.46
合計,合計,3160160,3369283,3540722,-6.2,-10.74,34135230,26855980,27.1
