公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1598,岱宇,518708,433643,514407,19.61,0.83,4895586,3928636,24.61,-
1701,中化,632828,521724,587918,21.29,7.63,7031679,5685884,23.66,-
1707,葡萄王,938130,802320,1041980,16.92,-9.96,8256573,8528847,-3.19,本年度適用IFRS15，如兩年度比較基礎一致時，107年11月單月營收減少1.08%，累計營收成長6.43%，詳細資訊請詳重訊。
1720,生達,329133,352145,311889,-6.53,5.52,3255024,3582090,-9.13,-
1731,美吾華,89116,99770,140699,-10.67,-36.66,1035087,1447334,-28.48,營收較去年同期減少，係自107年1月起代理糖尿病藥依據新合約條件以物流服務淨額認列營收，唯整體毛利率明顯提升。
1733,五鼎,180881,181020,142508,-0.07,26.92,1885566,1638926,15.04,-
1734,杏輝,200776,201322,196136,-0.27,2.36,2019672,1936448,4.29,-
1736,喬山,2099164,2053844,1948195,2.2,7.74,18552236,16830782,10.22,-
1760,寶齡富錦,181423,153403,157769,18.26,14.99,1277831,1117699,14.32,-
1762,中化生,70890,88021,78064,-19.46,-9.18,947826,1035638,-8.47,-
1783,和康生,27358,22280,43294,22.79,-36.8,383263,396042,-3.22,-
1786,科妍,34427,25919,20505,32.82,67.89,288295,223207,29.16,皮下填補劑產品出貨所致
1789,神隆,283490,251233,273050,12.83,3.82,3199322,3198608,0.02,-
1795,美時,588640,529961,514774,11.07,14.34,5824367,5584496,4.29,-
3164,景岳,35192,31559,14547,11.51,141.91,378672,355808,6.42,本月營收較去年同期成長主係外銷訂單增加所致。
3705,永信,726819,666546,635344,9.04,14.39,6810576,6010327,13.31,-
4104,佳醫,605486,517908,550708,16.9,9.94,5836548,5572629,4.73,-
4106,雃博,206784,189331,180648,9.21,14.46,1933159,1913111,1.04,-
4108,懷特,10149,6082,4249,66.86,138.85,99629,47935,107.84,營收較去年同期增加，係獲准上市之處方藥品營收增加及子公司營收大幅成長。
4119,旭富,173603,158277,78931,9.68,119.94,1807377,1158564,56.0,"因HOCLQ Sulfate,Dulo.Hcl,PGA,Di-VANa等品項, 本月客戶訂單增加所致"
4133,亞諾法,34863,34183,34398,1.98,1.35,398816,439145,-9.18,-
4142,國光生,141179,248535,32126,-43.19,339.45,805477,560471,43.71,月營收增加係因配合政府公費流感疫苗施打時程及四價流感疫苗出貨增加所致。
4155,訊映,81789,111565,87415,-26.68,-6.43,1011221,1142053,-11.45,-
4164,承業醫,173611,162681,160534,6.71,8.14,2181137,1793105,21.64,-
4737,華廣,185185,236321,175847,-21.63,5.31,1806741,1644491,9.86,-
4746,台耀,235020,223661,186239,5.07,26.19,2449185,2240868,9.29,-
6491,晶碩,268449,310071,193454,-13.42,38.76,2861115,1924485,48.66,-
合計,合計,9053093,8613325,8305628,5.1,8.99,87231980,79937629,9.12,
