Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,12.150000,12.150000,11.400000,11.750000,11.750000,65000
2000-01-05,11.650000,11.700000,11.000000,11.700000,11.700000,94170
2000-01-06,11.500000,11.650000,11.400000,11.400000,11.400000,36000
2000-01-07,11.100000,11.800000,11.100000,11.800000,11.800000,71581
2000-01-10,11.800000,11.850000,11.400000,11.800000,11.800000,68670
2000-01-11,11.850000,11.900000,11.700000,11.750000,11.750000,127000
2000-01-12,11.700000,11.700000,11.500000,11.700000,11.700000,151000
2000-01-13,11.500000,12.500000,11.500000,12.500000,12.500000,99000
2000-01-14,12.450000,12.450000,12.100000,12.450000,12.450000,152158
2000-01-17,12.300000,12.500000,12.000000,12.100000,12.100000,104000
2000-01-18,12.500000,12.500000,12.100000,12.100000,12.100000,210330
2000-01-19,12.200000,12.200000,12.000000,12.000000,12.000000,67622
2000-01-20,12.300000,12.300000,11.400000,11.650000,11.650000,116480
2000-01-21,11.500000,11.650000,11.400000,11.500000,11.500000,32000
2000-01-24,11.600000,11.600000,11.400000,11.600000,11.600000,21999
2000-01-25,11.650000,11.650000,11.400000,11.600000,11.600000,211000
2000-01-26,11.600000,12.100000,11.600000,11.900000,11.900000,85000
2000-01-27,12.000000,12.650000,11.950000,12.650000,12.650000,174000
2000-01-28,12.500000,12.600000,12.000000,12.350000,12.350000,129491
2000-01-31,12.300000,12.600000,12.300000,12.500000,12.500000,156000
2000-02-01,12.500000,12.500000,11.900000,12.300000,12.300000,110000
2000-02-02,12.300000,12.300000,12.300000,12.300000,12.300000,0
2000-02-03,12.300000,12.300000,12.300000,12.300000,12.300000,0
2000-02-04,12.300000,12.300000,12.300000,12.300000,12.300000,0
2000-02-07,12.300000,12.300000,12.300000,12.300000,12.300000,0
2000-02-08,12.300000,12.300000,12.300000,12.300000,12.300000,0
2000-02-09,12.400000,12.500000,12.300000,12.400000,12.400000,149000
2000-02-10,12.550000,13.250000,12.400000,13.250000,13.250000,340149
2000-02-11,13.500000,14.150000,13.400000,14.150000,14.150000,658022
2000-02-14,14.500000,14.900000,14.500000,14.900000,14.900000,693242
2000-02-15,15.400000,15.400000,14.000000,14.100000,14.100000,304226
2000-02-16,13.900000,14.450000,13.150000,14.100000,14.100000,394059
2000-02-17,14.200000,14.450000,14.100000,14.350000,14.350000,390821
2000-02-18,14.400000,14.500000,13.500000,14.300000,14.300000,330049
2000-02-21,14.500000,15.300000,14.300000,14.900000,14.900000,583000
2000-02-22,15.000000,15.000000,14.000000,14.200000,14.200000,258314
2000-02-23,14.100000,14.250000,13.550000,13.900000,13.900000,295739
2000-02-24,13.900000,13.900000,13.200000,13.300000,13.300000,136000
2000-02-25,13.200000,13.200000,13.000000,13.200000,13.200000,162283
2000-02-28,13.200000,13.200000,13.200000,13.200000,13.200000,0
2000-02-29,13.200000,13.250000,12.900000,12.900000,12.900000,49982
2000-03-01,12.950000,13.800000,12.900000,13.800000,13.800000,99755
2000-03-02,13.750000,13.750000,13.300000,13.500000,13.500000,59001
2000-03-03,13.600000,13.600000,13.400000,13.500000,13.500000,41340
2000-03-06,13.500000,13.600000,13.300000,13.500000,13.500000,82000
2000-03-07,13.500000,13.600000,13.300000,13.600000,13.600000,40007
2000-03-08,13.600000,13.600000,13.300000,13.600000,13.600000,51266
2000-03-09,13.600000,13.600000,13.400000,13.600000,13.600000,67000
2000-03-10,13.700000,13.700000,13.400000,13.600000,13.600000,104000
2000-03-13,13.600000,13.600000,12.650000,13.100000,13.100000,99000
2000-03-14,12.900000,13.000000,12.700000,13.000000,13.000000,35020
2000-03-15,12.900000,13.000000,12.800000,12.800000,12.800000,16000
