公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1701,中化,240523,206413,272740,16.52,-11.81,1167033,1232890,-5.34
1707,葡萄王,248511,233774,217694,6.3,14.15,1117467,1006768,10.99
1720,生達化學,193610,193732,170234,-0.06,13.73,923955,860350,7.39
1729,必翔實業,174895,102947,122604,69.88,42.65,492876,467427,5.44
1731,美吾華,176983,180374,179824,-1.87,-1.57,899012,982834,-8.52
1733,五鼎,184333,201361,163322,-8.45,12.86,922717,677332,36.22
1734,杏輝藥品,163445,150551,128363,8.56,27.33,702323,674625,4.1
1736,喬山健康,475773,495056,480662,-3.89,-1.01,2914700,2489086,17.09
1762,中化合成,146356,131981,88517,10.89,65.34,576705,475757,21.21
1783,和康生技,24425,24897,23343,-1.89,4.63,96002,81593,17.65
1786,科妍,13406,10944,10400,22.49,28.9,55733,50387,10.6
1789,台灣神隆,349399,253193,392597,37.99,-11.0,1573307,1433960,9.71
3164,景岳生技,12417,12681,16310,-2.08,-23.86,56657,85716,-33.9
3705,永信,55572,58116,66741,-4.37,-16.73,245385,269831,-9.05
4104,佳醫,267092,266411,262271,0.25,1.83,1282057,1326398,-3.34
4106,雃博,152076,134834,142992,12.78,6.35,590538,630798,-6.38
4108,懷特,20308,19293,11611,5.26,74.9,66630,51340,29.78
4119,旭富製藥,108718,93777,90287,15.93,20.41,560842,432362,29.71
4133,亞諾法,37678,33804,38310,11.46,-1.64,191761,202661,-5.37
4142,國光生技,31436,43783,57548,-28.2,-45.37,106908,109647,-2.49
4164,承業醫,70065,20334,22466,244.57,211.87,153678,191864,-19.9
4737,華廣,121850,116762,113425,4.35,7.42,560020,508346,10.16
4746,台耀,206935,234040,215863,-11.58,-4.13,1075488,1036452,3.76
合計,合計,3475806,3219058,3288124,7.97,5.7,16331794,15278424,6.89
