公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
2101,南港,883575,890279,811454,-0.75,8.88,8505540,7994015,6.39,"公告係屬自結數,與會計師所出具之財報因匯率之故將存有略微差異,屆時請以財報為準."
2102,泰豐,380440,456452,313892,-16.65,21.2,3452801,3897989,-11.42,-
2103,台橡,2348867,2276179,2519480,3.19,-6.77,22067331,22745854,-2.98,-
2104,國際中橡,1887460,2415069,2080607,-21.84,-9.28,18694329,18147401,3.01,-
2105,正新,9141018,9284372,9123351,-1.54,0.19,82904127,83501641,-0.71,無。
2106,建大,2751715,2777000,2502002,-0.91,9.98,24678429,24060846,2.56,-
2107,厚生,175707,171178,98856,2.64,77.74,2044752,1022041,100.06,主要係因本期營建收入較去年同期增加所致.
2108,南帝,1122633,1172970,1416360,-4.29,-20.73,9414619,10291582,-8.52,-
2109,華豐,451596,480021,430399,-5.92,4.92,3899093,3950693,-1.3,-
2114,鑫永銓,140516,140003,158025,0.36,-11.07,1236555,1372558,-9.9,-
6582,申豐,324103,381893,271893,-15.13,19.2,2480599,2907617,-14.68,-
合計,合計,19607630,20445416,19726319,-4.09,-0.6,179378175,179892237,-0.28,
