公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1598,岱宇,459234,746884,373562,-38.51,22.93,1206118,1034823,16.55,-
1701,中化,477035,881375,505247,-45.87,-5.58,1358410,1296051,4.81,-
1707,葡萄王,472101,756431,506727,-37.58,-6.83,1228532,1174998,4.55,-
1720,生達,214454,374705,216438,-42.76,-0.91,589159,479880,22.77,-
1731,美吾華,75774,141727,82884,-46.53,-8.57,217501,208410,4.36,-
1733,五鼎,136438,205344,157530,-33.55,-13.38,341782,328797,3.94,-
1734,杏輝,128717,213815,135193,-39.79,-4.79,342532,324232,5.64,-
1736,喬山,1543500,1762240,1332126,-12.41,15.86,3321847,2855454,16.33,-
1760,寶齡富錦,143335,107061,103614,33.88,38.33,250395,172359,45.27,-
1762,中化生,78679,151934,84339,-48.21,-6.71,230613,173988,32.54,-
1783,和康生,26889,25671,30081,4.74,-10.61,52560,68090,-22.8,-
1786,科妍,22526,45331,35424,-50.3,-36.41,67857,70349,-3.54,-
1789,神隆,229596,314268,280831,-26.94,-18.24,543864,557604,-2.46,-
1795,美時,1011990,590779,475437,71.29,112.85,1602769,1012581,58.28,戒癮舌下含片於一月獲美國審查核准且於二月撤銷相關上市限制，故該產品首波在美上市販售為營收跳升主要動能。
3164,景岳,18355,25521,24814,-28.07,-26.02,43876,59122,-25.78,-
3705,永信,461736,730299,505542,-36.77,-8.66,1192035,1199213,-0.59,-
4104,佳醫,470899,587302,510815,-19.81,-7.81,1058202,1050312,0.75,-
4106,雃博,127506,177289,142139,-28.08,-10.29,304795,297150,2.57,-
4108,懷特,6984,6822,5696,2.37,22.61,13806,18592,-25.74,-
4119,旭富,218684,208323,162898,4.97,34.24,427007,340598,25.36,-
4133,亞諾法,29590,40221,33380,-26.43,-11.35,69811,70883,-1.51,-
4142,國光生,21643,13288,3419,62.87,533.02,34932,21598,61.73,累計及月營收較去年同期增加主要係因外銷歐洲增加所致。
4155,訊映,72125,88914,93293,-18.88,-22.68,161039,191728,-16.0,-
4164,承業醫,190925,168412,105849,13.36,80.37,359337,246906,45.53,主係本期銷貨收入較去年同期增加，故使得營收較去年同期增加。
4737,華廣,93837,122788,101375,-23.57,-7.43,216625,208398,3.94,-
4746,台耀,188263,249794,210315,-24.63,-10.48,438057,402106,8.94,-
6491,晶碩,232645,278687,227680,-16.52,2.18,511332,440709,16.02,-
合計,合計,7153460,9015225,6446648,-20.65,10.96,16184793,14304931,13.14,
